location,name,online_order,book_table,rate,cost,type,location_id,name_id,cuisines_str
Brookefield,Jade,Yes,Yes,3.7,750.0,Delivery,16.0,1314.0,"Chinese, Seafood, Momos"
Marathahalli,Aaha Andhra,No,No,3.4,900.0,Dine-out,3.0,318.0,"Andhra, Biryani, North Indian"
MG Road,Cafe Coffee Day,No,No,3.0,900.0,Cafes,29.0,0.0,"Cafe, Fast Food"
Frazer Town,Siridhanya Upahara Darshini,No,No,3.4,250.0,Delivery,21.0,2524.0,South Indian
Indiranagar,King's Cafe And Restro,No,No,3.83,500.0,Delivery,2.0,1362.0,"North Indian, Biryani"
Yeshwantpur,Burger Man,Yes,No,3.4,300.0,Delivery,53.0,6512.0,"Burger, Fast Food"
New BEL Road,Chef Baker's,Yes,No,3.69,450.0,Delivery,12.0,14.0,Bakery
Sahakara Nagar,Hattke,No,No,3.5,350.0,Delivery,65.0,3966.0,"North Indian, South Indian"
New BEL Road,Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,No,No,3.7,417.61744966442956,Drinks & nightlife,12.0,4881.0,Continental
Indiranagar,Yomama!!,No,No,4.0,800.0,Delivery,2.0,224.0,"Continental, Burger, Cafe, Steak"
Marathahalli,Bangalore Cakes,No,No,3.54,250.0,Delivery,3.0,1042.0,Bakery
Marathahalli,Moriz Restaurant,Yes,No,3.2,800.0,Dine-out,3.0,180.0,"Arabian, North Indian, Seafood, Chinese, Biryani"
Brookefield,Mughal Restaurant,Yes,No,3.3,600.0,Dine-out,16.0,865.0,"Mughlai, Chinese, Kerala"
Brookefield,Dunkin' Donuts,Yes,No,4.0,550.0,Dine-out,16.0,76.0,"Desserts, Cafe, Beverages, Burger, Fast Food"
Frazer Town,Sherlock's Cafe,Yes,No,3.6,350.0,Delivery,21.0,2508.0,"Cafe, Fast Food"
Thippasandra,Woodfire Pizza,Yes,No,3.3,400.0,Delivery,39.0,6090.0,"Pizza, Fast Food"
Kaggadasapura,Hungrill Barbeque,Yes,No,3.4,300.0,Delivery,58.0,7141.0,"BBQ, Rolls"
Marathahalli,Kudil Kerala Kitchen,Yes,No,3.8,300.0,Dine-out,3.0,4402.0,Kerala
Marathahalli,Oregano,No,No,3.54,400.0,Dine-out,3.0,4913.0,"Continental, Desserts, Beverages, Mexican"
Marathahalli,SLV Davangere Benne Dose Hotel,No,No,3.54,400.0,Dine-out,3.0,8043.0,South Indian
Domlur,Crunch Pizzas,Yes,No,2.9,600.0,Delivery,30.0,46.0,"Italian, Pizza"
New BEL Road,Plated,Yes,Yes,4.1,800.0,Dine-out,12.0,5020.0,"Cafe, Continental"
New BEL Road,Donne Biriyani Angadi Mane,Yes,No,3.8,250.0,Dine-out,12.0,575.0,"Biryani, Chinese"
Marathahalli,Palar Restaurant,No,No,3.7,700.0,Delivery,3.0,1494.0,"Andhra, North Indian"
Marathahalli,UBCR,No,No,3.5,419.59418534221686,Delivery,3.0,188.0,"Italian, American, Chinese, Arabian, North Indian, Cafe"
Marathahalli,Indulge Cupcakes,No,No,3.8,500.0,Desserts,3.0,4182.0,"Bakery, Desserts"
Marathahalli,Village Restaurant,Yes,No,3.6,419.59418534221686,Dine-out,3.0,1728.0,"Arabian, Chinese, Kerala, North Indian, Biryani"
Marathahalli,Satakarni,Yes,No,3.1,650.0,Dine-out,3.0,5309.0,"Chinese, South Indian, Andhra, North Indian, Biryani"
Marathahalli,Dakshin Spice,Yes,Yes,3.8,800.0,Dine-out,3.0,3564.0,"South Indian, North Indian, Chinese, Biryani"
Marathahalli,Sardar Ka Chullah,No,No,3.3,400.0,Dine-out,3.0,1569.0,North Indian
New BEL Road,Truffles,No,No,4.7,900.0,Cafes,12.0,122.0,"Cafe, American, Burger, Steak"
New BEL Road,Prana,Yes,No,4.0,500.0,Cafes,12.0,2415.0,"Cafe, Healthy Food, South Indian"
New BEL Road,Bengal Biriyani,No,No,2.9,150.0,Dine-out,12.0,3124.0,Biryani
New BEL Road,Tripti Hotel & Restaurant,No,No,3.6,200.0,Dine-out,12.0,5949.0,"Biryani, South Indian, North Indian"
Marathahalli,Nandhana Palace,No,Yes,4.2,800.0,Delivery,3.0,84.0,"Andhra, Biryani, North Indian, Chinese"
Marathahalli,Andhra Vantillu,No,No,3.3,350.0,Delivery,3.0,743.0,"South Indian, North Indian"
Marathahalli,Spice Affair,No,No,3.6,600.0,Delivery,3.0,5480.0,"North Indian, Chinese"
Marathahalli,Pratikshya Upahaar,No,No,3.54,250.0,Delivery,3.0,5039.0,"Oriya, Bengali, North Indian, South Indian"
Marathahalli,Naati house,No,No,3.54,419.59418534221686,Delivery,3.0,4710.0,"South Indian, North Indian, Chinese"
Marathahalli,Barkaas,Yes,Yes,4.2,419.59418534221686,Delivery,3.0,3097.0,"Arabian, Biryani, Desserts, Beverages, Salad"
Marathahalli,Sardar Ka Chullah,No,No,3.3,400.0,Delivery,3.0,1569.0,North Indian
Marathahalli,Get Ur Fix,No,No,3.54,300.0,Delivery,3.0,816.0,"Fast Food, Beverages"
Marathahalli,Biryani Day,Yes,No,3.8,500.0,Dine-out,3.0,760.0,"North Indian, Chinese, Biryani, Andhra"
Marathahalli,Andhra Ruchulu,No,No,3.4,400.0,Dine-out,3.0,146.0,"Andhra, Chinese"
Marathahalli,Palos,Yes,No,3.3,300.0,Dine-out,3.0,4944.0,"Chinese, North Indian"
Marathahalli,Jiyan Swadista,Yes,No,3.4,300.0,Dine-out,3.0,4228.0,"Chinese, Kebab, North Indian"
Jalahalli,Samskruthi Grand,Yes,No,3.7,350.0,Delivery,69.0,8091.0,"South Indian, Chinese, North Indian"
New BEL Road,Tasty Fast Food,No,No,3.2,250.0,Dine-out,12.0,5721.0,"North Indian, Chinese"
Marathahalli,Orchard Fresh,No,No,3.4,400.0,Delivery,3.0,295.0,"Ice Cream, Desserts"
Marathahalli,Sidewalk - The Garden Bar,Yes,Yes,4.4,419.59418534221686,Delivery,3.0,1590.0,"North Indian, Continental, Chinese, Thai"
Whitefield,Bon Baker,No,No,3.7,434.05749032614705,Delivery,0.0,6476.0,Desserts
"ITPL Main Road, Whitefield",Mad Over Donuts,Yes,No,3.9,450.0,Delivery,55.0,117.0,"Bakery, Desserts, Beverages"
Marathahalli,Parasme,Yes,No,3.7,400.0,Delivery,3.0,652.0,"Continental, Italian, Chinese, North Indian, Momos"
Marathahalli,TBC- Sky Lounge,No,Yes,4.4,419.59418534221686,Dine-out,3.0,5661.0,"Continental, Asian, Italian, North Indian"
Marathahalli,Home Food Punjabi Dhabha,No,No,3.1,350.0,Dine-out,3.0,3991.0,"North Indian, Chinese"
Whitefield,Meat and Eat,Yes,No,3.62,500.0,Dine-out,0.0,443.0,"Fast Food, Burger"
Marathahalli,Hotel NLC Grand,No,No,3.54,300.0,Dine-out,3.0,7083.0,"Biryani, South Indian, North Indian"
New BEL Road,Paradise,Yes,No,4.0,800.0,Dine-out,12.0,155.0,"Biryani, North Indian, Kebab"
New BEL Road,Ember The Calabash,Yes,No,4.1,800.0,Dine-out,12.0,2047.0,"Cafe, Italian, Continental, Beverages"
East Bangalore,Desi Chinese,Yes,No,3.6,400.0,Delivery,71.0,6741.0,"Chinese, North Indian"
Kaggadasapura,Fire And Ice,Yes,No,3.7,300.0, 'Mud Apple Smoothie',58.0,6852.0,"Desserts, Fast Food"
Marathahalli,Aahar Cafe,Yes,No,3.54,250.0,Delivery,3.0,256.0,"North Indian, Fast Food"
Marathahalli,Delicious Cakes,No,No,3.1,400.0,Desserts,3.0,2017.0,Bakery
Thippasandra,Kabab Souq,Yes,No,3.8,400.0,Dine-out,39.0,614.0,"North Indian, Chinese, Arabian, BBQ, Middle Eastern"
Indiranagar,House Of Seitan,Yes,No,4.0,700.0,Delivery,2.0,597.0,"Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad"
Residency Road,Chin Lung Resto Bar,No,No,4.0,478.0269058295964,Pubs and bars,32.0,553.0,"North Indian, Chinese, Fast Food"
New BEL Road,Satrangi,Yes,No,3.7,900.0,Buffet,12.0,2491.0,"North Indian, South Indian"
New BEL Road,The Banana Kick,Yes,No,3.3,600.0,Cafes,12.0,2625.0,"Cafe, Beverages"
Sahakara Nagar,Sea Salt,No,No,3.7,600.0,Delivery,65.0,5326.0,"South Indian, Seafood"
New BEL Road,Truffles,No,No,4.7,900.0,Dine-out,12.0,122.0,"Cafe, American, Burger, Steak"
Old Airport Road,Sri Udupi Park,Yes,No,3.7,300.0,Delivery,28.0,88.0,"South Indian, North Indian, Chinese, Beverages"
Thippasandra,Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,Yes,No,4.4,800.0, 'French Fries [Regular]',39.0,7430.0,"Fast Food, Sandwich"
Marathahalli,Coffee Mug Cafe,No,No,3.7,400.0,Delivery,3.0,1994.0,"Cafe, Chinese, North Indian, Fast Food"
Marathahalli,SV Bakery,No,No,3.54,200.0,Delivery,3.0,8058.0,Fast Food
Marathahalli,SGS Non Veg - Gundu Pulav,Yes,No,3.1,400.0,Delivery,3.0,79.0,"Biryani, Fast Food"
CV Raman Nagar,Fruit Punch,Yes,No,3.48,150.0,Delivery,61.0,6915.0,"Juices, Beverages"
Marathahalli,Andhra Vantillu,No,No,3.3,350.0,Dine-out,3.0,743.0,"South Indian, North Indian"
Marathahalli,Sidewalk - The Garden Bar,Yes,Yes,4.4,419.59418534221686,Drinks & nightlife,3.0,1590.0,"North Indian, Continental, Chinese, Thai"
Indiranagar,Thai House,Yes,No,4.2,458.1726528040328,Delivery,2.0,474.0,Thai
Ulsoor,Sri Krishna Foodline,Yes,No,3.3,100.0,Delivery,24.0,1619.0,North Indian
Ulsoor,Mikusu - Conrad Bengaluru,No,Yes,4.2,404.7972972972973,Dine-out,24.0,4632.0,"Japanese, Chinese, Thai"
Church Street,Chugg,No,Yes,4.0,559.6096096096096,Dine-out,33.0,555.0,"Finger Food, Continental, Asian, North Indian"
Ulsoor,Liquid Lounge - Hyatt Centric MG Road,No,Yes,4.1,404.7972972972973,Drinks & nightlife,24.0,1397.0,"Finger Food, Continental, Chinese"
New BEL Road,Rabi North Indian Food,No,No,3.69,250.0,Delivery,12.0,5100.0,"North Indian, Chinese"
New BEL Road,Mr. Chef,Yes,No,3.2,500.0,Delivery,12.0,4673.0,"North Indian, Chinese, Biryani"
Marathahalli,Goli Vada Pav No 1,No,No,3.54,200.0,Delivery,3.0,817.0,Street Food
Marathahalli,Ram Bhog,No,No,3.8,200.0,Delivery,3.0,2438.0,"Chinese, North Indian"
Marathahalli,Daily Sushi,Yes,No,3.6,900.0,Delivery,3.0,786.0,"Korean, Sushi"
Marathahalli,Rajwada Food,Yes,No,3.0,300.0,Dine-out,3.0,1534.0,North Indian
Brookefield,Juice Berg,No,No,3.8,150.0,Dine-out,16.0,241.0,"Beverages, Fast Food"
Frazer Town,Empire Restaurant,Yes,No,4.1,750.0,Delivery,21.0,10.0,"North Indian, Mughlai, South Indian, Chinese"
Indiranagar,Snack House,Yes,No,3.9,200.0,Delivery,2.0,2535.0,"Fast Food, Momos"
Indiranagar,Ibaco,Yes,No,4.0,300.0, 'Fruit Bonanza Ice Cream (95 gms)',2.0,30.0,Desserts
Sahakara Nagar,The Druid Garden,Yes,Yes,4.3,399.01960784313724,Delivery,65.0,8518.0,"Asian, Continental, European, North Indian, Mediterranean"
Sahakara Nagar,Kolkata Kati Roll,Yes,No,3.4,150.0,Delivery,65.0,7361.0,Rolls
New BEL Road,Churn,Yes,No,4.2,250.0,Desserts,12.0,3470.0,"Desserts, Ice Cream"
New BEL Road,Sweetie Celebrations Cafe,Yes,No,3.69,300.0,Desserts,12.0,5657.0,"Desserts, Beverages"
Indiranagar,Tea Journey,No,No,3.8,458.1726528040328,Delivery,2.0,693.0,Cafe
Frazer Town,Lickity Garden,Yes,No,3.7,750.0,Delivery,21.0,1394.0,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak"
New BEL Road,Puff Cafe,Yes,No,3.7,700.0,Cafes,12.0,2421.0,"Cafe, Italian, American"
New BEL Road,Rigan Hyderabadi Bawarchi,Yes,No,3.6,700.0,Delivery,12.0,5158.0,"Biryani, North Indian, Chinese"
Jalahalli,Kuttanadu Family Restaurant,Yes,No,3.6,600.0,Delivery,69.0,2225.0,"Seafood, South Indian"
New BEL Road,Sholay - The Barbeque,Yes,Yes,3.5,417.61744966442956,Dine-out,12.0,5379.0,"North Indian, BBQ"
Sanjay Nagar,Nala Bheema Hotel,No,No,3.5,150.0,Dine-out,59.0,4719.0,South Indian
Indiranagar,UBQ by Barbeque Nation,Yes,No,3.6,450.0,Delivery,2.0,311.0,"North Indian, BBQ, Biryani, Kebab"
Marathahalli,Speedy Chow,Yes,No,3.5,600.0,Delivery,3.0,2539.0,Chinese
Kaggadasapura,Cream Factory,Yes,No,3.9,400.0,Desserts,58.0,561.0,Desserts
Marathahalli,Chiller's Nation - Iris Inn,No,No,2.9,419.59418534221686,Dine-out,3.0,3433.0,"North Indian, Continental, Italian"
Marathahalli,Muscat Restaurant,Yes,No,3.0,400.0,Dine-out,3.0,4689.0,"North Indian, Chinese"
Marathahalli,Tandoori Chowk,Yes,No,3.5,400.0,Dine-out,3.0,5692.0,"North Indian, Chinese"
Marathahalli,Petoo,Yes,No,3.8,450.0,Dine-out,3.0,27.0,"Biryani, North Indian, Andhra"
Brookefield,iCloud Irany Cafe,No,No,3.6,120.0,Dine-out,16.0,1751.0,South Indian
MG Road,BBQ@52,No,Yes,3.9,486.9757174392936,Buffet,29.0,505.0,"BBQ, Biryani, Continental"
Indiranagar,Imli,Yes,No,3.9,800.0,Delivery,2.0,430.0,"North Indian, Street Food"
MG Road,Berrylicious Cafe,No,No,3.7,486.9757174392936,Dine-out,29.0,261.0,Italian
New BEL Road,Shivas Family Restaurant,No,No,3.4,550.0,Dine-out,12.0,5376.0,"North Indian, Chinese"
New BEL Road,S L N Paratha Center,No,No,3.3,200.0,Dine-out,12.0,5215.0,North Indian
New BEL Road,Rotti Mane,Yes,No,3.69,200.0,Dine-out,12.0,98.0,South Indian
Marathahalli,Chickpet Donne Biryani House,Yes,No,3.7,600.0,Dine-out,3.0,269.0,"Biryani, South Indian, Fast Food"
Marathahalli,Famous Bawarchi,No,No,3.54,400.0,Dine-out,3.0,3730.0,"Biryani, Kebab"
Marathahalli,Pratikshya Upahaar,No,No,3.54,250.0,Dine-out,3.0,5039.0,"Oriya, Bengali, North Indian, South Indian"
Church Street,Tata Cha,Yes,No,3.7,500.0,Delivery,33.0,32.0,"Cafe, Tea, North Indian"
Ulsoor,Container Coffee,Yes,No,3.5,200.0,Delivery,24.0,560.0,South Indian
Indiranagar,Bhagini Icon Boutique Hotel,Yes,No,3.2,600.0,Delivery,2.0,1854.0,"South Indian, North Indian, Continental"
New BEL Road,Smally's Resto Cafe,Yes,No,4.2,650.0,Dine-out,12.0,50.0,"Cafe, Italian, Burger, American, Steak"
Marathahalli,Udupi Brahmins Cafe,No,No,3.54,150.0,Delivery,3.0,8646.0,South Indian
Kaggadasapura,Royal Biriyani House,Yes,No,4.0,700.0,Delivery,58.0,8001.0,"Hyderabadi, Biryani, North Indian, Chinese"
Marathahalli,Punjabi Twist,Yes,No,4.2,300.0,Delivery,3.0,2424.0,North Indian
Brookefield,Sherlock's Pub,Yes,Yes,3.2,418.90625, 'Chicken Caesar Salad',16.0,49.0,"Continental, North Indian, Chinese"
Marathahalli,Light House Cafe,No,No,3.6,700.0,Desserts,3.0,352.0,"Cafe, Beverages, Continental, North Indian, Chinese"
Marathahalli,Rayalaseema Chefs,Yes,Yes,3.9,800.0,Dine-out,3.0,5135.0,"North Indian, Biryani, Andhra, Chinese"
Marathahalli,Naati house,No,No,3.54,419.59418534221686,Dine-out,3.0,4710.0,"South Indian, North Indian, Chinese"
Marathahalli,Subway,Yes,No,3.6,500.0,Dine-out,3.0,11.0,"Healthy Food, Sandwich, Salad"
Marathahalli,Prajwal The Restaurant,Yes,No,3.5,300.0,Dine-out,3.0,1514.0,"North Indian, Chinese, Beverages"
Bellandur,Hyderabadi Biryani Hub,Yes,No,3.2,600.0,Dine-out,8.0,151.0,"Biryani, North Indian, Chinese"
Ulsoor,KAARA BY THE LAKE,No,No,4.1,750.0,Delivery,24.0,1329.0,"Cafe, Italian, Coffee"
MG Road,Vasudev Adiga's,No,No,3.8,250.0,Dine-out,29.0,90.0,"South Indian, North Indian, Chinese, Street Food"
Indiranagar,Srinidhi Sagar Food Line,Yes,No,3.7,250.0,Dine-out,2.0,1629.0,"South Indian, North Indian, Chinese"
Yeshwantpur,Hotel Gowda's,Yes,No,3.5,450.0,Delivery,53.0,2136.0,"South Indian, Biryani, North Indian, Chinese"
New BEL Road,United Cafe & Fastfood,No,No,3.69,400.0,Delivery,12.0,5986.0,"Fast Food, North Indian"
New BEL Road,Amma's Pastries,No,No,3.9,400.0,Desserts,12.0,111.0,"Bakery, Desserts"
New BEL Road,Ambur Dum Biryani,No,No,3.69,150.0,Dine-out,12.0,737.0,Biryani
Brookefield,The Belgian Waffle Company,Yes,No,4.0,250.0,Delivery,16.0,1660.0,Desserts
Marathahalli,The Podium Sports Bar,No,Yes,3.8,419.59418534221686,Dine-out,3.0,1691.0,"Pizza, North Indian, Finger Food, Bar Food"
Indiranagar,Give Me 5 Cafe,No,No,3.3,500.0,Cafes,2.0,586.0,"Cafe, Healthy Food"
Frazer Town,Lagom Patisserie,No,No,3.4,350.0,Delivery,21.0,1390.0,"Bakery, Desserts"
Sanjay Nagar,Chinese Corner and Bengali Mess,Yes,No,3.5,300.0,Delivery,59.0,3441.0,"Chinese, Bengali"
New BEL Road,Jeet Punjabi Tadka,No,No,3.5,500.0,Delivery,12.0,4222.0,"North Indian, South Indian"
New BEL Road,Wow! Sikkim Momo,No,No,3.3,150.0,Dine-out,12.0,6100.0,"Chinese, North Indian, Momos"
Indiranagar,Tea Journey,No,No,3.8,458.1726528040328,Cafes,2.0,693.0,Cafe
Kaggadasapura,Grill Hut,Yes,No,3.6,350.0,Delivery,58.0,3906.0,"Fast Food, Rolls"
Brookefield,D'Brooks,Yes,No,3.5,400.0,Delivery,16.0,1167.0,"North Indian, Continental"
Marathahalli,Onesta,Yes,Yes,4.6,600.0,Dine-out,3.0,4.0,"Pizza, Cafe, Italian"
Marathahalli,9D Foods,Yes,No,4.1,400.0,Dine-out,3.0,1766.0,"North Indian, Street Food"
Marathahalli,Sri Vinayaka 99 Variety Dosa,No,No,3.2,350.0,Dine-out,3.0,1627.0,South Indian
Kaggadasapura,Not Just Parathas,Yes,No,3.8,500.0,Dine-out,58.0,4867.0,"North Indian, Chinese"
Residency Road,Riwaz - The Ritz-Carlton,No,Yes,4.2,478.0269058295964,Pubs and bars,32.0,903.0,North Indian
Sanjay Nagar,Sweet Truth,Yes,No,3.8,500.0,Delivery,59.0,16.0,"Bakery, Desserts"
Hebbal,Kolkata Famous Kati Rolls,Yes,No,3.8,200.0,Delivery,80.0,116.0,"Fast Food, Rolls"
New BEL Road,Taste Buds,No,No,3.69,200.0,Delivery,12.0,5709.0,"South Indian, Kerala, North Indian"
New BEL Road,Munch Box,No,No,3.69,400.0,Delivery,12.0,4686.0,"North Indian, Fast Food, South Indian"
New BEL Road,Hotpot EggStacy Chinese,No,No,3.69,250.0,Delivery,12.0,4103.0,Chinese
New BEL Road,The Banana Kick,Yes,No,3.3,600.0,Dine-out,12.0,2625.0,"Cafe, Beverages"
Marathahalli,Sri Udupi Deluxe,No,No,3.5,400.0,Delivery,3.0,2568.0,"North Indian, Chinese, South Indian, Fast Food"
Marathahalli,MK Dabbawala,No,No,3.2,400.0,Delivery,3.0,210.0,North Indian
Marathahalli,Baskin Robbins,Yes,No,3.2,250.0, 'Cookies N Cream Milkshake',3.0,12.0,"Ice Cream, Desserts"
New BEL Road,Brewbakes,No,No,3.3,450.0,Cafes,12.0,3239.0,"Cafe, Pizza, Italian, Sandwich"
Jalahalli,Sastry And Sastry Pure Veg Food,Yes,No,3.49,300.0,Delivery,69.0,5307.0,"South Indian, North Indian, Chinese"
New BEL Road,Nomadic Tandoor,Yes,No,3.7,700.0,Dine-out,12.0,2363.0,"Cafe, North Indian, Chinese, Continental"
Marathahalli,Owl's Kitchen,No,No,2.6,500.0,Delivery,3.0,247.0,"North Indian, Chinese"
CV Raman Nagar,Delicacy,Yes,No,3.8,500.0," """"Sweet 'N' Sour Vegetable""""",61.0,196.0,"Chinese, Thai, Momos"
Marathahalli,Biriyani Zone,Yes,No,3.8,800.0,Dine-out,3.0,232.0,"Biryani, North Indian, Chinese, Seafood"
Marathahalli,Hot Biriyani Center,No,No,3.54,200.0,Dine-out,3.0,7040.0,"Biryani, Kebab"
Brigade Road,Bombay Kulfi,Yes,No,3.71,150.0,Desserts,20.0,57.0,"Desserts, Ice Cream"
New BEL Road,Deepak Paratha Plaza,No,No,3.5,200.0,Dine-out,12.0,3587.0,"North Indian, Street Food"
New BEL Road,New Kolkata Chats,No,No,3.69,150.0,Dine-out,12.0,7713.0,Street Food
East Bangalore,FreshMenu,Yes,No,3.8,450.0," Garlic Bread""""",71.0,38.0,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger"
Marathahalli,Punjab Da Zaika,No,No,3.8,450.0,Delivery,3.0,5053.0,North Indian
Kaggadasapura,Cream Factory,Yes,No,3.9,400.0,Delivery,58.0,561.0,Desserts
Marathahalli,Food Box -The Taste Of Odisha,No,No,3.2,350.0,Delivery,3.0,1232.0,"Chinese, Oriya, Bengali, North Indian"
Marathahalli,The Spice Pavillion,Yes,No,3.7,600.0,Dine-out,3.0,5884.0,North Indian
Marathahalli,Biryani Mane,Yes,No,3.6,600.0,Dine-out,3.0,3189.0,"North Indian, Biryani"
MG Road,Fabcafe,Yes,Yes,4.2,800.0,Cafes,29.0,198.0,"Cafe, Healthy Food"
Indiranagar,Glen's Bakehouse,Yes,No,4.3,600.0,Delivery,2.0,135.0,"Bakery, Cafe, Italian, Desserts"
Frazer Town,Luna Sweets,No,No,3.6,100.0,Desserts,21.0,4495.0,"Mithai, Street Food"
Sahakara Nagar,Bikaner Sweets,Yes,No,3.7,150.0,Delivery,65.0,6437.0,"Mithai, Street Food"
New BEL Road,THE BEL ST.,No,No,3.9,417.61744966442956,Delivery,12.0,2597.0,"Cafe, Italian, American, Continental"
New BEL Road,Tasty Corner,No,No,3.6,200.0,Delivery,12.0,5720.0,South Indian
New BEL Road,Kake Ka Hotel,No,No,3.69,400.0,Delivery,12.0,4290.0,North Indian
Marathahalli,Food Mingo,Yes,No,3.1,450.0,Dine-out,3.0,2066.0,"North Indian, Chinese"
Marathahalli,Pelican,No,No,3.4,419.59418534221686,Drinks & nightlife,3.0,4995.0,"North Indian, Chinese"
Cunningham Road,Indira Darshini,No,No,3.1,200.0,Dine-out,41.0,603.0,"South Indian, Chinese"
Residency Road,Bang - The Ritz-Carlton,No,Yes,4.2,478.0269058295964,Drinks & nightlife,32.0,1038.0,Finger Food
New BEL Road,Grubbery,Yes,No,4.1,700.0,Dine-out,12.0,3912.0,"Cafe, American, Asian, European, Steak, Salad, Desserts"
New BEL Road,Sunaina Sapice,Yes,No,3.3,200.0,Dine-out,12.0,5608.0,"South Indian, North Indian, Chinese"
New BEL Road,S-Cafe,No,No,3.69,150.0,Dine-out,12.0,8028.0,South Indian
Marathahalli,Me And My Cake,No,No,3.5,500.0,Delivery,3.0,77.0,"Bakery, Desserts"
Marathahalli,Cafe Coffee Day,Yes,No,2.9,900.0,Desserts,3.0,0.0,"Cafe, Fast Food"
Marathahalli,Keerthi Restaurant Andhra Style,Yes,No,3.3,300.0,Dine-out,3.0,2201.0,Andhra
Residency Road,Driven Cafe,Yes,No,3.6,600.0,Delivery,32.0,576.0,"Cafe, Beverages, Fast Food"
Frazer Town,Pooja Veg,No,No,3.1,100.0,Dine-out,21.0,1510.0,South Indian
Brigade Road,Plan B,No,No,4.1,440.1226993865031,Pubs and bars,20.0,140.0,"American, Continental, BBQ, Steak"
Jalahalli,The Momo Farm,Yes,No,3.7,300.0,Delivery,69.0,5854.0,"Chinese, Tibetan"
Sanjay Nagar,The Higher Taste,No,No,3.3,350.0,Delivery,59.0,934.0,"North Indian, Fast Food"
Indiranagar,Dindigul Thalappakatti,Yes,No,4.2,800.0,Delivery,2.0,574.0,"Biryani, Chinese, North Indian, South Indian"
Marathahalli,Cakes Wagon,Yes,No,3.4,300.0,Delivery,3.0,546.0,"Desserts, Bakery"
Kaggadasapura,Lion King,Yes,No,3.8,250.0,Delivery,58.0,7450.0,"Chinese, Momos"
Marathahalli,Beijing Bites,Yes,No,3.9,850.0, 'Baby Corn and Bamboo Shoot in Chilly Bean Sauce',3.0,13.0,"Chinese, Thai"
Marathahalli,Ashirvad Resturant,No,No,3.2,300.0,Dine-out,3.0,6324.0,"North Indian, Chinese"
Marathahalli,Deepak Fast Food,No,No,3.3,350.0,Dine-out,3.0,6713.0,Fast Food
Cunningham Road,Infinitea Tea Room & Tea Store,Yes,Yes,4.2,518.7943262411347,Dine-out,41.0,282.0,"Continental, Cafe, Desserts, Salad, Momos"
Marathahalli,Sweet Truth,Yes,No,4.0,500.0,Desserts,3.0,16.0,"Bakery, Desserts"
Marathahalli,Malabar Tasty Restaurant,No,No,3.0,450.0,Dine-out,3.0,4543.0,"Kerala, North Indian, Chinese, South Indian"
Marathahalli,Nukkad Box,No,No,3.7,400.0,Dine-out,3.0,7770.0,"North Indian, Fast Food, Desserts, Beverages"
New BEL Road,Sagar Samrat,Yes,No,3.6,400.0,Delivery,12.0,2474.0,"North Indian, Chinese, South Indian"
Sanjay Nagar,Bangalore Blooms,No,No,3.5,300.0,Desserts,59.0,3082.0,Bakery
New BEL Road,Hotel Taj Delight,Yes,No,3.3,600.0,Dine-out,12.0,2144.0,"North Indian, Biryani, Arabian"
Whitefield,Enchanted Garden,Yes,Yes,4.4,434.05749032614705,Delivery,0.0,421.0,"North Indian, Continental, Italian, Cafe"
Marathahalli,Amchoor,Yes,No,3.8,250.0,Delivery,3.0,2947.0,"North Indian, Beverages"
Kaggadasapura,Matka House,Yes,No,3.9,450.0,Delivery,58.0,7545.0,"North Indian, Chinese, Continental, Biryani"
Marathahalli,Chocs Cafe,No,No,3.54,400.0,Desserts,3.0,1977.0,"Fast Food, Desserts, Beverages"
Marathahalli,Flechazo,No,Yes,4.7,419.59418534221686,Dine-out,3.0,806.0,"Asian, Mediterranean, North Indian, BBQ"
Indiranagar,Salt Mango Tree,Yes,Yes,4.2,800.0,Delivery,2.0,250.0,Kerala
MG Road,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,486.9757174392936,Delivery,29.0,1928.0,"American, Cafe, Continental"
Indiranagar,The Chennai Express,No,No,3.8,250.0,Dine-out,2.0,5791.0,"South Indian, Chinese, North Indian"
New BEL Road,Cafe Mandala,Yes,No,3.9,600.0,Delivery,12.0,1101.0,"Cafe, North Indian, Chinese, Fast Food"
New BEL Road,Sri Vasavi Bangarpet Chats,No,No,3.69,300.0,Delivery,12.0,8345.0,Fast Food
New BEL Road,Hammered,Yes,Yes,4.5,417.61744966442956,Dine-out,12.0,67.0,"North Indian, Continental, Cafe"
Marathahalli,Tintin Da Dhaba,No,No,3.4,500.0,Delivery,3.0,5936.0,North Indian
Marathahalli,Paratha Engineer,No,No,3.54,200.0,Delivery,3.0,7836.0,"North Indian, Chinese"
Kaggadasapura,Ice Creamist,Yes,No,3.2,300.0,Delivery,58.0,1298.0,"Ice Cream, Desserts"
Marathahalli,Food Theory,No,No,2.8,500.0,Desserts,3.0,236.0,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts"
